First Name,Last Name,Position,Jersey,Team,gamesPlayed,points,scoringPoints,goals,onePointGoals,twoPointGoals,assists,shots,shotPct,shotsOnGoal,shotsOnGoalPct,twoPointShots,twoPointShotPct,twoPointShotsOnGoal,twoPointShotsOnGoalPct,turnovers,causedTurnovers,groundBalls,touches,totalPasses,faceoffPct,faceoffsWon,faceoffsLost,faceoffs,saa,saves,savePct,scoresAgainst,twoPointGoalsAgainst,numPenalties,pim,powerPlayGoals,powerPlayShots,powerPlayGoalsAgainst,shortHandedGoals,shortHandedShots,unassistedGoals,assistedGoals
Chase,Fraser,A,95,Chaos,5,13,12,12,12,0,1,35,0.34285714285714286,23,0.6571428571428571,3,0,2,0.6666666666666666,10,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0
Jack,Rowlett,D,99,Chaos,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,14,15,0,0,0,0,5,5,0,0,0,0,0,5,3.5,0,0,0,0,0,0,0
JT,Giles-Harris,D,,Chrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Rubak,D,,Chrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin,Heacock,A,2,Chrome,9,19,18,16,14,2,1,41,0.3902439024390244,26,0.6341463414634146,6,0.3333333333333333,4,0.6666666666666666,5,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,4,0,0,0,0,0
Isaiah,Davis-Allen,SSDM,26,Redwoods,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,3,10,0,0,0,0,4,4,0,0,0,0,0,3,2.5,0,0,0,0,0,0,0
Eddy,Glazener,D,30,Redwoods,9,0,0,0,0,0,0,3,0,2,0.6666666666666666,3,0,2,0.6666666666666666,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugh,Crance,LSM,31,Redwoods,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Finn,Sullivan,D,36,Redwoods,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0
Patrick,Harbeson,SSDM,40,Redwoods,5,2,1,1,1,0,1,1,1,1,1,0,0,0,0,2,1,4,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Charlie,Bertrand,M,41,Redwoods,6,8,7,6,5,1,1,13,0.46153846153846156,9,0.6923076923076923,1,1,1,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Lee,A,45,Redwoods,3,5,4,4,4,0,1,14,0.2857142857142857,11,0.7857142857142857,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1,0,0,0,0,0
John,Sexton,LSM,46,Redwoods,8,0,0,0,0,0,0,3,0,1,0.3333333333333333,1,0,0,0,3,4,18,0,0,0.2857142857142857,2,5,7,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0
Will,Perry,M,10,Whipsnakes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Tierney,A,11,Whipsnakes,6,3,1,1,1,0,2,12,0.08333333333333333,9,0.75,1,0,1,1,7,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0
Tim,Muller,D,14,Whipsnakes,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Nick,Manis,M,20,Whipsnakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Holman,A,1,Archers,9,24,16,16,16,0,8,50,0.32,35,0.7,2,0,1,0.5,12,2,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0
Scott,Ratliff,LSM,2,Archers,9,7,4,2,0,2,3,6,0.3333333333333333,5,0.8333333333333334,4,0.5,4,1,6,5,19,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Will,Manny,A,4,Archers,9,26,19,19,19,0,7,50,0.38,37,0.74,0,0,0,0,8,2,14,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,0,0,0,0,0
Connor,Fields,A,5,Archers,9,22,14,13,12,1,8,40,0.325,28,0.7,1,1,1,1,16,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,5,0,0,0,0,0
Adam,Ghitelman,G,8,Archers,9,3,2,1,0,1,1,6,0.16666666666666666,1,0.16666666666666666,6,0.16666666666666666,1,0.16666666666666666,3,0,27,0,0,0,0,0,0,10.257665980299405,95,0.6168831168831169,64,5,1,0.5,0,0,2,0,0,0,0
Drew,Adams,G,14,Archers,9,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,6,0,0,0,0,0,0,11.773704338652248,35,0.5645161290322581,31,4,0,0,0,0,2,0,0,0,0
Grant,Ament,A,16,Archers,9,35,13,13,13,0,22,39,0.3333333333333333,28,0.717948717948718,0,0,0,0,18,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,Place,D,17,Archers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin,Sims,M,18,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,McNeill,SSDM,21,Archers,9,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Latrell,Harris,SSDM,22,Archers,9,5,4,4,4,0,1,6,0.6666666666666666,5,0.8333333333333334,0,0,0,0,2,6,11,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0,0
Dominique,Alexander,SSDM,23,Archers,9,3,2,2,2,0,1,2,1,2,1,0,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
Stephen,Kelly,FO,24,Archers,8,4,3,3,3,0,1,8,0.375,6,0.75,0,0,0,0,7,2,47,0,0,0.46113989637305697,89,104,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Schreiber,M,26,Archers,9,27,14,14,14,0,13,64,0.21875,34,0.53125,7,0,5,0.7142857142857143,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Warren,Jeffrey,D,27,Archers,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Tre,Leclaire,A,44,Archers,6,7,7,7,7,0,0,16,0.4375,9,0.5625,2,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Matt,McMahon,D,77,Archers,9,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graeme,Hossack,D,81,Archers,9,0,0,0,0,0,0,5,0,3,0.6,3,0,1,0.3333333333333333,4,15,28,0,0,0.3333333333333333,5,10,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ryan,McNamara,M,88,Archers,5,5,5,5,5,0,0,17,0.29411764705882354,8,0.47058823529411764,2,0,1,0.5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kyle,Pless,LSM,2,Atlas,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bucaro,M,4,Atlas,9,12,9,9,9,0,3,45,0.2,29,0.6444444444444445,2,0,1,0.5,6,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romar,Dennis,M,5,Atlas,8,12,11,9,7,2,1,37,0.24324324324324326,22,0.5945945945945946,16,0.125,8,0.5,10,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
Dox,Aitken,M,6,Atlas,5,7,5,4,3,1,2,14,0.2857142857142857,11,0.7857142857142857,2,0.5,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff,Teat,A,7,Atlas,7,32,16,16,16,0,16,40,0.4,31,0.775,0,0,0,0,26,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent,Adams,M,8,Atlas,6,4,1,1,1,0,3,11,0.09090909090909091,6,0.5454545454545454,3,0,2,0.6666666666666666,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor,Baptiste,FO,9,Atlas,9,6,4,4,4,0,2,13,0.3076923076923077,9,0.6923076923076923,1,0,1,1,9,2,83,0,0,0.6506550218340611,149,80,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD,Colarusso,G,11,Atlas,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,16,0,0,0,0,0,0,10.998618672300317,45,0.4945054945054945,47,1,0,0,0,0,1,0,0,0,0
Jack,Concannon,G,12,Atlas,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,12.740544127405443,57,0.504424778761062,60,4,0,0,0,0,2,0,0,0,0
Eric,Law,A,15,Atlas,9,24,15,15,15,0,9,38,0.39473684210526316,32,0.8421052631578947,3,0,1,0.3333333333333333,18,2,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gerard,Arceri,FO,16,Atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin,Pifani,D,17,Atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Carraway,A,19,Atlas,9,21,18,16,14,2,3,54,0.2962962962962963,29,0.5370370370370371,10,0.2,3,0.3,11,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
Craig,Chick,LSM,21,Atlas,8,1,1,1,1,0,0,3,0.3333333333333333,1,0.3333333333333333,0,0,0,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0
Michael,Rexrode,D,22,Atlas,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Costabile,M,26,Atlas,9,28,21,18,15,3,7,63,0.2857142857142857,33,0.5238095238095238,8,0.375,4,0.5,13,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Jake,Richard,M,27,Atlas,9,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Andrew,Newbold,D,33,Atlas,4,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Cockerton,A,41,Atlas,9,13,9,9,9,0,4,36,0.25,28,0.7777777777777778,0,0,0,0,6,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
John,Crawley,M,44,Atlas,6,7,6,4,2,2,1,19,0.21052631578947367,7,0.3684210526315789,2,1,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker,Durkin,D,51,Atlas,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Peter,Dearth,SSDM,54,Atlas,3,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Tinney,M,55,Atlas,1,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade,van Raaphorst,D,77,Atlas,9,2,0,0,0,0,2,3,0,1,0.3333333333333333,3,0,1,0.3333333333333333,4,16,26,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0
Danny,Logan,SSDM,91,Atlas,9,7,4,3,2,1,3,5,0.6,5,1,2,0.5,2,1,3,8,20,0,0,0.2777777777777778,5,13,18,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Adam,Charalambides,A,,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Currier,M,77,Waterdogs,9,22,11,11,11,0,11,40,0.275,24,0.6,1,0,1,1,17,7,51,0,0,0.14285714285714285,1,6,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0
Ben,McIntosh,M,90,Waterdogs,4,3,3,3,3,0,0,11,0.2727272727272727,8,0.7272727272727273,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
Mike,Chanenchuk,M,1,Whipsnakes,9,16,10,8,6,2,6,51,0.1568627450980392,29,0.5686274509803921,18,0.1111111111111111,14,0.7777777777777778,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Matt,Abbott,SSDM,3,Whipsnakes,8,2,1,1,1,0,1,6,0.16666666666666666,4,0.6666666666666666,2,0,2,1,4,6,33,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Bryce,Young,D,6,Whipsnakes,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Rambo,A,9,Whipsnakes,6,18,12,12,12,0,6,45,0.26666666666666666,25,0.5555555555555556,0,0,0,0,15,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Charlie,Hayes,SSDM,23,Whipsnakes,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Haus,M,26,Whipsnakes,8,12,6,6,6,0,6,48,0.125,26,0.5416666666666666,5,0,2,0.4,11,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Brad,Smith,M,27,Whipsnakes,9,21,11,11,11,0,10,47,0.23404255319148937,25,0.5319148936170213,6,0,3,0.5,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
Michael,Ehrhardt,LSM,28,Whipsnakes,8,7,4,2,0,2,3,13,0.15384615384615385,6,0.46153846153846156,10,0.2,5,0.5,5,6,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jay,Carlson,A,32,Whipsnakes,9,18,18,18,18,0,0,47,0.3829787234042553,29,0.6170212765957447,1,0,1,1,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1,0,0
Matthew,Dunn,D,33,Whipsnakes,9,2,0,0,0,0,2,1,0,1,1,1,0,1,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Connor,Kirst,M,34,Whipsnakes,5,3,3,3,3,0,0,19,0.15789473684210525,12,0.631578947368421,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Bernlohr,G,35,Whipsnakes,9,0,0,0,0,0,0,1,0,1,1,1,0,1,1,4,3,28,0,0,0,0,0,0,12.470055033991583,95,0.4846938775510204,107,6,0,0,0,0,6,0,0,0,0
Zed,Williams,A,36,Whipsnakes,8,25,24,23,22,1,1,79,0.2911392405063291,51,0.6455696202531646,4,0.25,2,0.5,21,2,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0
Colin,Squires,D,39,Whipsnakes,9,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,8,19,0,0,0.3333333333333333,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mathias,A,45,Whipsnakes,2,3,3,3,3,0,0,12,0.25,6,0.5,1,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Aslanian,A,57,Whipsnakes,6,6,5,5,5,0,1,19,0.2631578947368421,12,0.631578947368421,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Bernhardt,SSDM,83,Whipsnakes,9,1,1,1,1,0,0,5,0.2,2,0.4,3,0,1,0.3333333333333333,1,5,7,0,0,0,0,0,0,0,0,0,0,0,4,3.5,0,0,0,0,0,0,0
Jack,Rapine,D,9,Archers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Stover,G,0,Cannons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.033379694019473,3,0.3333333333333333,6,0,0,0,0,1,0,0,0,0,0
Nick,Marrocco,G,1,Cannons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28,0,0,0,0,0,0,13.033226152197214,137,0.556910569105691,114,5,1,5,0,0,10,0,0,0,0
Brendan,Fowler,FO,3,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate,Solomon,A,3,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyle,Thompson,A,4,Cannons,9,32,22,22,22,0,10,67,0.3283582089552239,48,0.7164179104477612,0,0,0,0,30,6,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,1,0,0
Stephen,Rehfuss,M,6,Cannons,9,25,14,14,14,0,11,31,0.45161290322580644,18,0.5806451612903226,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Reece,Eddy,LSM,9,Cannons,9,4,2,1,0,1,2,1,1,1,1,1,1,1,1,4,10,22,0,0,0,0,1,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0
Jake,Pulver,D,12,Cannons,9,1,1,1,1,0,0,4,0.25,2,0.5,1,0,0,0,2,18,10,0,0,0.2,2,8,10,0,0,0,0,0,3,2.5,0,0,0,0,0,0,0
Jamie,Trimboli,M,12,Cannons,6,6,4,4,4,0,2,20,0.2,12,0.6,2,0,2,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Reisman,FO,13,Cannons,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,22,0,0,0.38461538461538464,40,64,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Goodrich,SSDM,14,Cannons,9,1,0,0,0,0,1,3,0,1,0.3333333333333333,0,0,0,0,2,12,14,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Brendan,Gleason,A,,Chaos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brodie,Merrill,D,17,Cannons,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,40,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Scott,Hooper,D,20,Cannons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Drenner,A,22,Cannons,9,21,18,18,18,0,3,47,0.3829787234042553,33,0.7021276595744681,2,0,1,0.5,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
Tim,Edwards,M,23,Cannons,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0.25,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Duggan,SSDM,29,Cannons,5,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Christian,Cuccinello,A,30,Cannons,6,2,0,0,0,0,2,10,0,6,0.6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shayne,Jackson,A,32,Cannons,5,13,10,10,10,0,3,27,0.37037037037037035,23,0.8518518518518519,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Connor,Buczek,M,33,Cannons,4,6,4,4,4,0,2,17,0.23529411764705882,13,0.7647058823529411,6,0,5,0.8333333333333334,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack,Kielty,D,40,Cannons,9,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Kew,A,42,Cannons,6,13,10,10,10,0,3,23,0.43478260869565216,17,0.7391304347826086,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Holden,Garlent,D,70,Cannons,9,2,1,1,1,0,1,2,0.5,2,1,1,0,1,1,3,9,19,0,0,0,0,0,0,0,0,0,0,0,5,8.5,0,0,0,0,0,0,0
Tyson,Bell,SSDM,94,Cannons,9,6,2,2,2,0,4,5,0.4,3,0.6,0,0,0,0,1,4,21,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0
Paul,Rabil,M,99,Cannons,9,26,20,18,16,2,6,50,0.36,39,0.78,13,0.15384615384615385,11,0.8461538461538461,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
CJ,Costabile,LSM,9,Chaos,9,10,8,4,0,4,2,10,0.4,8,0.8,10,0.4,8,0.8,10,8,23,0,0,0.4,4,6,10,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Troy,Reh,LSM,10,Chaos,9,1,1,1,1,0,0,10,0.1,6,0.6,8,0,4,0.5,3,10,27,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0
Dalton,Crossan,M,11,Chaos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes,Berg,A,14,Chaos,5,7,5,5,5,0,2,11,0.45454545454545453,7,0.6363636363636364,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mark,Glicini,SSDM,16,Chaos,9,0,0,0,0,0,0,2,0,2,1,1,0,1,1,5,3,21,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Johnny,Surdick,D,18,Chaos,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Austin,Kaut,G,19,Chaos,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.84615384615384,0,0,2,1,0,0,0,0,0,0,0,0,0
Josh,Byrne,A,22,Chaos,9,29,17,17,17,0,12,67,0.2537313432835821,37,0.5522388059701493,7,0,3,0.42857142857142855,22,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0
Patrick,Resch,SSDM,34,Chaos,9,3,0,0,0,0,3,3,0,1,0.3333333333333333,0,0,0,0,6,5,12,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
Ryan,Smith,A,43,Chaos,5,9,7,7,7,0,2,13,0.5384615384615384,9,0.6923076923076923,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
